其他,#genre#
CHC高清电影,http://api3.52tb.xyz/info?id=221&token=20221127jxwhhemby
CN卡通,https://hls-gateway.vpstv.net/streams/476247.m3u8
CN卡通,https://stream1.freetv.fun/cnqia-tong-3.ctv
CN卡通,https://cdn.iptv8k.top/dl/jrys.php?id=364&time=20240926215313&ip=111.229.253.40
CN卡通,https://stream1.freetv.fun/cnqia-tong-1.ctv
CN卡通,https://stream1.freetv.fun/cnqia-tong-1.m3u8
CN卡通,https://stream1.freetv.fun/cnqia-tong-2.m3u8
Fox Kids,https://stmv2.srvif.com/emlsilva/emlsilva/playlist.m3u8
Fox Kids,https://stmv2.srvif.com/emlsilva/emlsilva/playlist.m3u8?hls_ctx=h517o66o
HitFM,https://live.ottiptv.cc/huya/21610797
HOY TV,http://r.jdshipin.com/sFw4S
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
IPTV经典电影,http://43.138.0.72:35455/yy/1382754187
IPTV经典电影,http://139.129.231.228:50060/rtp/239.21.1.124:5002
J2,https://hls-gateway.vpstv.net/streams/476932.m3u8
J2,http://api.kkitv.itv888.vip:8080/streams/48uxa7dlbga/index.m3u8
J2,http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
JJ斗地主,http://1.14.124.206:35455/huya/30814432
JJ斗地主,http://1.14.124.206:35455/huya/30814433
JJ斗地主,https://live.iill.top/douyin/685317364746
JJ斗地主,https://lunbo.freetv.top/douyu/488743
Jovem Pan News,http://170.83.49.66:8083/JOVEMPANNEWSHD/index.m3u8
Jovem Pan News,https://amg01391-amg01391c3-tcl-spain-5038.playouts.now.amagi.tv/playlist1080-p.m3u8
K Pop TV Play,https://183.bozztv.com/giatv/giatv-kpoptvplay/kpoptvplay/chunks.m3u8
K Pop TV Play,https://giatv.bozztv.com/giatv/giatv-kpoptvplay/kpoptvplay/playlist.m3u8
MyTime Movie Network,https://appletree-mytime-samsungbrazil.amagi.tv/playlist.m3u8
MyTime Movie Network,https://appletree-mytimespain-rakuten.amagi.tv/playlist.m3u8
NewTV动作电影,https://iptv.catvod.com/live.php?id=NewTV%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1
NewTV动作电影,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010003
NewTV动作电影,http://ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8
NewTV动作电影,http://3501776.xyz:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
NewTV动作电影,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236183/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000024282/index.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=YanG-1989
NewTV惊悚悬疑,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010077
NewTV惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225665/index.m3u8
NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2482771376_951312812/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
NewTV惊悚悬疑,http://3501776.xyz:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
On FM,https://5ce9406b73c33.streamlock.net/ONFM/livestream/playlist.m3u8
Record,https://cdn.live.br1.jmvstream.com/w/LVW-10842/LVW10842_513N26MDBL/chunklist.m3u8
Record,https://media.cdntvms.com.br/record_nacional_sat/index.m3u8
Record News,http://45.162.64.114/RECORD_NEWS/index.m3u8
Record News,https://run-rnw-rn.otteravision.com/rnw/rn/rnw_rn_720p_high.m3u8
Rede Vida,http://168.197.104.22/REDE_VIDA/index.m3u8
Rede Vida,https://d12e4o88jd8gex.cloudfront.net/out/v1/cea3de0b76ac4e82ab8ee0fd3f17ce12/index_1.m3u8
The K-POP,https://git.io/JgYAE
The K-POP,https://ytm2.yuanhsing.cf/TheKPOP.m3u8
YY用户,https://live.ottiptv.cc/yy/1382736795
YY用户,https://live.ottiptv.cc/yy/1382737892
YY用户,https://live.ottiptv.cc/yy/1382851575
YY用户,https://live.ottiptv.cc/yy/1382736885
YY用户,https://live.ottiptv.cc/yy/1382851588
YY用户,https://live.ottiptv.cc/yy/1382746276
YY用户,https://live.ottiptv.cc/yy/1382851601
YY用户,https://live.ottiptv.cc/yy/1382735572
YY用户,https://live.ottiptv.cc/yy/1382851540
YY用户,https://live.ottiptv.cc/yy/1382851583
YY用户,https://live.ottiptv.cc/yy/1382736797
YY用户,https://live.ottiptv.cc/yy/1382851146
YY用户,https://live.ottiptv.cc/yy/1382736875
YY用户,https://live.ottiptv.cc/yy/1382736808
YY用户,https://live.ottiptv.cc/yy/1382851590
YY用户,https://live.ottiptv.cc/yy/1382736818
YY用户,https://live.ottiptv.cc/yy/1382851593
YY用户,https://live.ottiptv.cc/yy/1382851600
YY用户,https://live.ottiptv.cc/yy/1382736886
YY用户,https://live.ottiptv.cc/yy/1382735624
YY用户,https://live.ottiptv.cc/yy/1382851585
YY用户,https://live.ottiptv.cc/yy/1382851591
YY用户,https://live.ottiptv.cc/yy/1382851599
YY用户,https://live.ottiptv.cc/yy/1382851582
YY用户,https://live.ottiptv.cc/yy/1382736810
YY用户,https://live.ottiptv.cc/yy/1382736910
YY用户,https://live.ottiptv.cc/yy/1382851148
YY用户,https://live.ottiptv.cc/yy/1382851589
YY用户,https://live.ottiptv.cc/yy/1382851594
YY用户,https://live.ottiptv.cc/yy/1382735553
YY用户,https://live.ottiptv.cc/yy/1382736890
YY用户,https://live.ottiptv.cc/yy/1382736838
YY用户,https://live.ottiptv.cc/yy/1382851578
YY用户,https://live.ottiptv.cc/yy/1382736975
YY用户,https://live.ottiptv.cc/yy/1382851524
YY用户,https://live.ottiptv.cc/yy/1382745084
YY用户,https://live.ottiptv.cc/yy/1382745085
YY用户,https://live.ottiptv.cc/yy/1382851541
YY用户,https://live.ottiptv.cc/yy/1382736888
YY用户,https://live.ottiptv.cc/yy/1382735578
YY用户,https://live.ottiptv.cc/yy/1382745117
YY用户,https://live.ottiptv.cc/yy/1382736805
YY用户,https://live.ottiptv.cc/yy/1382851598
YY用户,https://live.ottiptv.cc/yy/1382745104
YY用户,https://live.ottiptv.cc/yy/1382745114
YY用户,https://live.ottiptv.cc/yy/1382851137
YY用户,https://live.ottiptv.cc/yy/1382736834
YY用户,https://live.ottiptv.cc/yy/1382736842
YY用户,https://live.ottiptv.cc/yy/1382736813
YY用户,https://live.ottiptv.cc/yy/1382745113
YY用户,https://live.ottiptv.cc/yy/1382737888
YY用户,https://live.ottiptv.cc/yy/1382735584
YY用户,https://live.ottiptv.cc/yy/1382851576
YY用户,https://live.ottiptv.cc/yy/1382851522
YY用户,https://live.ottiptv.cc/yy/1382745093
YY用户,https://live.ottiptv.cc/yy/1382745110
YY用户,https://live.ottiptv.cc/yy/1382735540
YY用户,https://live.ottiptv.cc/yy/1382735579
YY用户,https://live.ottiptv.cc/yy/1382851602
YY用户,https://live.ottiptv.cc/yy/1382745103
YY用户,https://live.ottiptv.cc/yy/1382851579
YY用户,https://live.ottiptv.cc/yy/1382736918
YY用户,https://live.ottiptv.cc/yy/1382745182
YY用户,https://live.ottiptv.cc/yy/1382736887
YY用户,https://live.ottiptv.cc/yy/1382736807
YY用户,https://live.ottiptv.cc/yy/1382851597
YY用户,https://live.ottiptv.cc/yy/1382745184
YY用户,https://live.ottiptv.cc/yy/1382736917
YY用户,https://live.ottiptv.cc/yy/1382735545
YY用户,https://live.ottiptv.cc/yy/1382745099
YY用户,https://live.ottiptv.cc/yy/1382745098
YY用户,https://live.ottiptv.cc/yy/1382745094
七彩戏剧,http://t.061899.xyz/tl/tl.php?id=qcxj
七彩戏剧,http://php.jdshipin.com/itv6s.php?cid=bestzb&id=5000000011000031116
七彩戏剧,http://139.196.214.238/rtp/239.45.3.61:5140
七彩戏剧,http://139.196.151.191:2051/rtp/239.45.3.61:5140
七彩戏剧,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=qcxj
七彩戏剧,http://111.22.153.159:35455/itv/5000000011000031116.m3u8?cdn=bestzb
七彩戏剧,http://z.b.bkpcp.top/m.php?id=qcxj
七彩戏剧,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000011000031116/index.m3u8?channel-id=bestzb&Contentid=5000000011000031116&livemode=1&stbId=3
七龙珠,https://live.ottiptv.cc/huya/11601966
七龙珠,https://live.metshop.top/huya/11601966
七龙珠,http://cdn.jdshipin.com:8880/huya.php?id=11601966
七龙珠,http://1.94.31.214:35455/huya/11601966
七龙珠,http://www.douzhicloud.site:35455/huya/11601966
三国演义,https://live.iill.top/huya/11602081
三国演义,https://live.metshop.top/huya/11602081
三国演义,http://cdn.jdshipin.com:8880/huya.php?id=11602081
三国演义,https://live.ottiptv.cc/huya/11602081
三国演义,http://61.133.118.228:5001/yy/1354936241
三国演义,http://1.94.31.214:35455/huya/11602081
三国演义,http://www.clmy.cc:35455/yy/1354936241
三国演义,http://zzy789.xyz/bili.php?id=27501731
三国演义,http://150.158.112.123/php/huya.php?id=11602081
三国演义,http://live.iill.top/yy.php?id=1354936241
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl
世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
东方影视,http://www.ikerobot.com:1234/617290047
东方影视,https://zby.130519.xyz/PLTV/11/224/3221225744/index.m3u8
东方影视,https://live.chinacert.cftest5.cn/cnmg/live/617290047
东方影视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000032212
东方影视,https://www.freetv.top/migu/617290047.m3u8?migutoken=86c02ad0875d5cc49d77bcc8bdb628f2c9d508ffc323b964a03c8f92dde4afafa0345cf5a8fefbdf915c748e3d11c6c18e27ae1e21a609cec31a45e6c437db26a7a243625f9cf35c271171a22c
东方影视,http://139.196.151.191:2051/rtp/239.45.3.237:5140
东方影视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=dfys
东方影视,http://t.061899.xyz/tl/tl.php?id=dfys
东方影视,http://111.22.153.159:35455/itv/5000000010000032212.m3u8?cdn=bestzb
东方影视,http://z.b.bkpcp.top/m.php?id=shys
东方影视,http://gat.bkpcp.top/ymg.php?id=shys
东方影视,http://z.b.bkpcp.top/m.php?id=dfys
东方影视,https://stream1.freetv.fun/dong-fang-ying-shi-6.ctv
东方影视,https://stream1.freetv.fun/dong-fang-ying-shi-4.ctv
东方影视,https://stream1.freetv.fun/ipv6-dong-fang-ying-shi-3.m3u8
东方影视,https://stream1.freetv.fun/ipv6-dong-fang-ying-shi-5.m3u8
东方影视,https://stream1.freetv.fun/dong-fang-ying-shi-13.m3u8
东方影视,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000032212/index.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3
东方财经,https://zby.130519.xyz/PLTV/11/224/3221226134/index.m3u8
东方财经,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000007000010003
东方财经,http://61.133.118.228:5001/douyu/9548279
东方财经,http://115.150.63.77:9902/tsfile/live/1042_1.m3u8
东方财经,http://139.196.151.191:2051/rtp/239.45.1.119:5140
东方财经,http://111.22.153.159:35455/itv/5000000007000010003.m3u8?cdn=bestzb
东方财经,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000007000010003/index.m3u8?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3
东方财经,http://yc.myds.me:35455/itv/5000000007000010003.m3u8?cdn=bestzb
东方财经,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000007000010003/index.m3u8?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3
中华小当家,https://live.metshop.top/huya/11342413
中华小当家,https://live.iill.top/huya/11342413
中华小当家,http://cdn.jdshipin.com:8880/huya.php?id=11342413
中华小当家,https://live.ottiptv.cc/huya/11342413
中华小当家,http://1.94.31.214:35455/huya/11342413
中华小当家,http://www.douzhicloud.site:35455/huya/11342413
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
中华小当家,http://zzy789.xyz/bili.php?id=中华一番 选原画看真2K
乐游,http://t.061899.xyz/tl/tl.php?id=ly
乐游,https://zby.130519.xyz/PLTV/11/224/3221226157/index.m3u8
乐游,http://8.138.7.223/tv/shtv.php?id=ly
乐游,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226580/1.m3u8
二号交通站,https://live.ottiptv.cc/yy/1382735582
二号交通站,https://live.ottiptv.cc/yy/1354930965
五星体育,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8
五星体育,https://migu.188766.xyz/?migutoken=ed5a02a3b87f3dcc808d4b733daf5cf9&id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&pp=1
五星体育,https://other.ottiptv.cc/wxty.m3u8
五星体育,https://hls-gateway.vpstv.net/streams/636980.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-9.m3u8
五星体育,http://36.105.100.208:35455/itv/5000000010000017540.m3u8?cdn=bestzb
五星体育,http://live.xmcdn.com/live/57/64.m3u8
五星体育,http://139.196.214.238/rtp/239.45.3.210:5140
五星体育,http://139.196.151.191:2051/rtp/239.45.3.210:5140
五星体育,http://api3.52tb.xyz/info?id=376&token=20221127jxwhhemby
五星体育,http://bp-livetytv.bestv.cn/ch/bestvwxty.m3u8
五星体育,http://101.35.240.114:88/live.php?id=五星体育
五星体育,http://8.138.7.223/tv/shtv.php?id=wxty
五星体育,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001018/index.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-3.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-7.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-2.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-10.m3u8
五星体育,https://stream1.freetv.fun/ipv6-wu-xing-ti-yu-2.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-4.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-13.ctv
五星体育,https://stream1.freetv.fun/ipv6-wu-xing-ti-yu-6.m3u8
五星体育,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000017540/index.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
亮哥讲电影2,https://live.ottiptv.cc/huya/21059622
亮哥讲电影2,https://live.ottiptv.cc/huya/29982687
仙剑奇侠传,https://live.ottiptv.cc/yy/1382749903
仙剑奇侠传,http://61.133.118.228:5001/yy/1382749903
仙剑奇侠传,http://1.94.31.214:35455/yy/1382749903
仙剑奇侠传,https://live.metshop.top/yy/1382749903
仙剑奇侠传,http://live.iill.top/yy.php?id=1382749903
体育赛事,https://ldcctvwbcdbd.a.bdydns.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?BR=ud
体育赛事,http://139.129.231.228:50060/rtp/239.21.2.44:5002
倚天屠龙记,https://live.ottiptv.cc/huya/11342403
倚天屠龙记,https://live.metshop.top/huya/23734246
倚天屠龙记,https://live.ottiptv.cc/yy/33300793
兵器科技,https://live.264788.xyz/channel/bingqikeji?streamid=530cb4e58bbc48b7fc26f5e0a2e47966&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
兵器科技,https://live.264788.xyz/channel/bingqikeji?streamid=6fc55a0966bdad1e1cdf39a4d37dd776&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
兵器科技,http://207.56.13.146:81/cdnlive/gfjs.m3u8
兵器科技,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gfjs
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
动作电影,https://iptv.catvod.com/live.php?id=NewTV%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1
动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031113
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-11.m3u8
动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-11.m3u8
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-9.ctv
动漫秀场,http://61.133.118.228:5001/douyu/9548279
动漫秀场,http://183.237.95.108:9901/tsfile/live/1104_1.m3u8?key=txiptv&playlive=0&authid=0
动漫秀场,http://36.105.100.208:35455/itv/5000000011000031113.m3u8?cdn=bestzb
动漫秀场,http://dassby.qqff.top:99/live/动漫秀场/index.m3u8
动漫秀场,http://139.196.214.238/rtp/239.45.3.134:5140
动漫秀场,http://139.196.151.191:2051/rtp/239.45.3.134:5140
动漫秀场,http://111.22.153.159:35455/itv/5000000011000031113.m3u8?cdn=bestzb
动漫秀场,http://36.129.204.117:9003//hls/67/index.m3u8
动漫秀场,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226197/index.m3u8
动漫秀场,https://stream1.freetv.fun/7e65432fb94551c8a7abf4afa8996c11471807bf9cf6ec1a3e49a2c25b2c1f58.m3u8
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-20.m3u8
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-14.ctv
动漫秀场,https://stream1.freetv.fun/c1a9c0728c4a8d7636c7de8d4f69f3abdc906231ea7f7e72d59433843738617f.m3u8
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-11.ctv
动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-9.m3u8
动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-2.m3u8
劲爆体育,http://t.061899.xyz/tl/tl.php?id=jbty
劲爆体育,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000002000000008
劲爆体育,http://183.237.95.108:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=0&authid=0
劲爆体育,http://36.105.100.208:35455/itv/5000000002000029972.m3u8?cdn=bestzb
